2023-11-07 16:08:33.392 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:16:39.499 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:16:39.509 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:16:39.515 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.536 seconds (JVM running for 1.977)
2023-11-07 16:16:39.584 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:16:39.584 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:16:39.585 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:27:22.580 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:27:22.586 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 16040 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:27:22.588 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:27:22.816 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:27:22.817 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:27:23.273 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:27:23.488 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:27:23.494 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:27:23.494 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:27:23.495 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:27:23.537 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:27:23.537 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 720 ms
2023-11-07 16:27:23.602 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 3ecbb953-d4ce-48dd-bccd-37e147cf5916

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:27:23.656 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@454e6869, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@de1e5cc, org.springframework.security.web.context.SecurityContextPersistenceFilter@ad035b, org.springframework.security.web.header.HeaderWriterFilter@2b8bbe66, org.springframework.security.web.csrf.CsrfFilter@5fa8030e, org.springframework.security.web.authentication.logout.LogoutFilter@5932b02e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@22c17906, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@180ba08e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@42e251fa, org.springframework.security.web.session.SessionManagementFilter@fb78b8c, org.springframework.security.web.access.ExceptionTranslationFilter@1cc166af, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@394f0aff]
2023-11-07 16:27:23.751 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:27:23.911 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:27:23.920 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:27:23.931 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:27:23.938 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.592 seconds (JVM running for 2.026)
2023-11-07 16:27:36.121 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:27:36.121 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:27:36.122 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:29:14.902 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 15064 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:29:14.905 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:29:14.905 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:29:15.109 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:29:15.109 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:29:15.657 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:29:15.939 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:29:15.944 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:29:15.945 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:29:15.945 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:29:15.995 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:29:15.995 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 886 ms
2023-11-07 16:29:16.056 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 24b731ed-340b-4503-ab9a-198e3136c4d3

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:29:16.104 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@30ad6966, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@39422cb1, org.springframework.security.web.context.SecurityContextPersistenceFilter@34394ae5, org.springframework.security.web.header.HeaderWriterFilter@32326dc5, org.springframework.security.web.csrf.CsrfFilter@61ab7cd7, org.springframework.security.web.authentication.logout.LogoutFilter@7e1a498, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6b907609, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2722a84d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@42426271, org.springframework.security.web.session.SessionManagementFilter@11c8ff5f, org.springframework.security.web.access.ExceptionTranslationFilter@2153b38c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7ee7d3c2]
2023-11-07 16:29:16.193 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:29:16.348 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:29:16.357 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:29:16.370 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:29:16.377 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.74 seconds (JVM running for 2.176)
2023-11-07 16:29:16.399 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:29:16.399 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:29:16.400 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:29:43.156 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:29:43.161 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 18612 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:29:43.162 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:29:43.302 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:29:43.302 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:29:43.643 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:29:43.854 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:29:43.859 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:29:43.860 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:29:43.860 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:29:43.902 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:29:43.903 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 599 ms
2023-11-07 16:29:43.964 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 4bd7ff81-817e-4361-a4f5-92d3ef498c09

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:29:44.013 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@270e2288, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@128fefae, org.springframework.security.web.context.SecurityContextPersistenceFilter@66ff6fc5, org.springframework.security.web.header.HeaderWriterFilter@713c2bb3, org.springframework.security.web.csrf.CsrfFilter@2636cf31, org.springframework.security.web.authentication.logout.LogoutFilter@25c3d573, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@40c2679c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@79005908, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@12625d54, org.springframework.security.web.session.SessionManagementFilter@500dd941, org.springframework.security.web.access.ExceptionTranslationFilter@2490965d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@677594c]
2023-11-07 16:29:44.103 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:29:44.255 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:29:44.263 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:29:44.273 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:29:44.279 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.307 seconds (JVM running for 1.699)
2023-11-07 16:29:47.177 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:29:47.177 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:29:47.177 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:30:28.882 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:30:28.885 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 8392 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:30:28.886 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:30:29.046 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:30:29.047 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:30:29.412 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:30:29.626 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:30:29.631 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:30:29.631 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:30:29.631 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:30:29.671 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:30:29.671 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 624 ms
2023-11-07 16:30:29.730 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 60586aa3-300c-47b2-97b9-8f23d89bc35b

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:30:29.781 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2ba803bc, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@493cfb5e, org.springframework.security.web.context.SecurityContextPersistenceFilter@32326dc5, org.springframework.security.web.header.HeaderWriterFilter@6a3154f1, org.springframework.security.web.csrf.CsrfFilter@50e0bf38, org.springframework.security.web.authentication.logout.LogoutFilter@3bea271, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@44008c3e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@338f4132, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5a2490b0, org.springframework.security.web.session.SessionManagementFilter@51b37713, org.springframework.security.web.access.ExceptionTranslationFilter@6c9743e9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@28fea292]
2023-11-07 16:30:29.864 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:30:30.014 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:30:30.023 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:30:30.032 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:30:30.038 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.322 seconds (JVM running for 1.707)
2023-11-07 16:30:30.230 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:30:30.230 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:30:30.230 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:30:49.060 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 13356 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:30:49.064 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:30:49.065 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:30:49.263 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:30:49.263 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:30:49.786 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:30:50.063 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:30:50.068 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:30:50.069 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:30:50.069 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:30:50.114 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:30:50.114 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 851 ms
2023-11-07 16:30:50.182 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 1af4b898-3022-49f3-a7c2-6d17121a729a

This generated password is for development use only. Your security configuration must be updated before running your application in production.

